rowid,toi,toipfx,tid,ctoi_alias,pl_pnum,tfopwg_disp,rastr,ra,raerr1,raerr2,decstr,dec,decerr1,decerr2,st_pmra,st_pmraerr1,st_pmraerr2,st_pmralim,st_pmrasymerr,st_pmdec,st_pmdecerr1,st_pmdecerr2,st_pmdeclim,st_pmdecsymerr,pl_tranmid,pl_tranmiderr1,pl_tranmiderr2,pl_tranmidlim,pl_tranmidsymerr,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbpersymerr,pl_trandurh,pl_trandurherr1,pl_trandurherr2,pl_trandurhlim,pl_trandurhsymerr,pl_trandep,pl_trandeperr1,pl_trandeperr2,pl_trandeplim,pl_trandepsymerr,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radesymerr,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_insolsymerr,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,pl_eqtsymerr,st_tmag,st_tmagerr1,st_tmagerr2,st_tmaglim,st_tmagsymerr,st_dist,st_disterr1,st_disterr2,st_distlim,st_distsymerr,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_teffsymerr,st_logg,st_loggerr1,st_loggerr2,st_logglim,st_loggsymerr,st_rad,st_raderr1,st_raderr2,st_radlim,st_radsymerr,toi_created,rowupdate,ls_period,ls_power,period_discrepancy_ratio,fap_ls
3297,3298,3860.01,3860,416542079,416542079.01,1,PC,12h34m56.81s,188.736692,,,+49d59m41.49s,49.994859,,,1.853,0.023,-0.023,0.0,1.0,5.327,0.029,-0.029,0.0,1.0,2459661.296287,0.001463,-0.001463,0,1,3.0012386,6.7e-06,-6.7e-06,0,1,3.164,0.218,-0.218,0,1,13660.0,6.77102,-6.77102,0,1,14.4673,,,0,1,1099.61,,,,,1604.0,,,,,13.3887,0.007,-0.007,0,1,926.538,16.374,-16.374,0,1,6331.0,122.0,-122.0,0,1,4.37,,,0,1,1.21,,,0,1,2021-06-23 15:22:02,2024-08-22 10:08:01,2.4727896286004794,0.00758748762676905,1.2137055919708812,5.128351859221635e-50
3360,3361,3918.01,3918,23815847,23815847.01,1,PC,14h00m49.37s,210.205727,,,+39d18m00.18s,39.300051,,,9.415,0.021,-0.021,0.0,1.0,-14.695,0.028,-0.028,0.0,1.0,2459691.328329,0.002669,-0.002669,0,1,3.0654283,1.26e-05,-1.26e-05,0,1,2.194,0.26,-0.26,0,1,5850.0,9.21559,-9.21559,0,1,10.6174,,,0,1,264.883,,,,,1123.0,,,,,13.4565,0.007,-0.007,0,1,769.96,10.8015,-10.8015,0,1,5236.0,122.0,-122.0,0,1,4.12,,,0,1,1.35,,,0,1,2021-06-23 15:22:53,2024-08-22 10:08:01,1.545583498456178,0.002694673853981833,1.9833469385911113,2.5381092271009194e-17
3381,3382,3937.01,3937,367425982,367425982.01,1,PC,22h16m31.92s,334.133015,,,+66d51m38.06s,66.860571,,,-17.095,0.025,-0.025,0.0,1.0,-11.956,0.027,-0.027,0.0,1.0,2460435.855669,0.000661,-0.000661,0,1,1.6923573,2.06e-05,-2.06e-05,0,1,1.9912433,0.0333127,-0.0333127,0,1,20172.9323968,205.1378,-205.1378,0,1,12.7696702,0.7357958,-0.7357958,0,1,762.5979736,,,,,1340.2742114,,,,,12.9577,0.006,-0.006,0,1,367.428,2.0775,-2.0775,0,1,5287.0,138.7,-138.7,0,1,4.5,0.08,-0.08,0,1,0.88876,0.0495226,-0.0495226,0,1,2021-06-23 15:24:13,2024-09-20 12:02:42,1.6924190854668442,0.02552573550913573,0.999963492808977,0.0
3392,3393,3947.01,3947,336092760,336092760.01,1,PC,22h14m54.21s,333.725864,,,+62d51m31.45s,62.858737,,,-0.039,0.032,-0.032,0.0,1.0,-4.333,0.029,-0.029,0.0,1.0,2459905.727594,0.003943,-0.003943,0,1,6.7716021,3.67e-05,-3.67e-05,0,1,6.279,0.595,-0.595,0,1,4580.0,225.161,-225.161,0,1,16.5311,0.982021,-0.982021,0,1,831.07,,,,,1495.0,,,,,12.933,0.014,-0.014,0,1,1125.06,20.66,-20.66,0,1,6136.0,152.2,-152.2,0,1,3.67,0.09,-0.09,0,1,2.62,0.13,-0.13,0,1,2021-06-23 15:24:15,2024-08-22 10:08:01,3.386293165539032,0.0028428797000855,1.999709348532466,2.9659461678895504e-51
3400,3401,3954.01,3954,316453500,316453500.01,1,PC,21h35m56.43s,323.985128,,,+61d12m32.79s,61.209107,,,-5.532,0.031,-0.031,0.0,1.0,-8.597,0.03,-0.03,0.0,1.0,2459878.252241,0.001872,-0.001872,0,1,3.4043154,7.1e-06,-7.1e-06,0,1,0.805,0.357,-0.357,0,1,9317.0,25499.5,-25499.5,0,1,20.3568,,,0,1,113.665,,,,,909.0,,,,,13.3356,0.016,-0.016,0,1,499.795,3.98,-3.98,0,1,5833.0,123.0,-123.0,0,1,4.46,,,0,1,1.0,,,0,1,2021-06-23 15:24:16,2024-08-22 10:08:01,3.566303765360713,0.36039640949102975,0.9545780797098397,0.0
3406,3407,396.01,396,178155732,178155732.01,1,CP,02h51m56.39s,42.984978,,,-30d48m50.62s,-30.814061,,,123.229,0.07,-0.07,0.0,1.0,105.788,0.151,-0.151,0.0,1.0,2459120.537697,0.001943,-0.001943,0,1,5.9739124,1.87e-05,-1.87e-05,0,1,3.1235464,0.1290135,-0.1290135,0,1,232.5621027,10.742767,-10.742767,0,1,2.3917735,0.1233295,-0.1233295,0,1,488.0089226,,,,,1198.7446729,,,,,5.9053,0.006,-0.006,0,1,31.964,0.0721,-0.0721,0,1,6308.31,52.7451,-52.7451,0,1,4.438,,,0,1,1.2845,0.0539246,-0.0539246,0,1,2019-02-08 20:04:48,2021-12-02 16:02:01,6.565042297182669,0.006126045771473343,0.9099579453682504,0.0
3459,3460,4006.01,4006,390048041,390048041.01,1,FA,01h35m46.46s,23.9436,,,+65d38m19.63s,65.638786,,,-10.022,2.187,-2.187,0.0,1.0,3.159,2.187,-2.187,0.0,1.0,2459720.303663,0.002928,-0.002928,0,1,3.0491667,0.0006844,-0.0006844,0,1,4.0262835,0.2410552,-0.2410552,0,1,6641.051542,345.95218,-345.95218,0,1,,,,0,1,589.9037165,,,,,1256.9414051,,,,,12.715,0.018,-0.018,0,1,,,,0,1,4579.5,433.4,-433.4,0,1,,,,0,1,,,,0,1,2021-06-23 15:25:54,2022-12-12 16:02:01,3.048335945070822,0.006830018028372141,1.0002725273539885,6.437451596337676e-67
3473,3474,4016.02,4016,461491274,461491274.02,2,PC,00h21m06.71s,5.277959,,,+66d49m56.44s,66.832344,,,2.496,2.183,-2.183,0.0,1.0,-0.106,2.183,-2.183,0.0,1.0,2459886.075235,0.00279,-0.00279,0,1,4.3962009,3.87e-05,-3.87e-05,0,1,3.9496949,0.4296768,-0.4296768,0,1,4441.9711318,498.5092,-498.5092,0,1,,,,0,1,362.1757107,,,,,1112.6269619,,,,,13.1216,0.006,-0.006,0,1,,,,0,1,4032.5,113.0,-113.0,0,1,,,,0,1,,,,0,1,2025-07-17 18:08:56,2025-07-22 12:04:25,0.8278672522273404,0.024281911790380178,5.310272737775549,7.04983606216132e-166
3574,3575,4105.01,4105,233576159,233576159.01,1,PC,18h48m48.97s,282.204034,,,+65d56m29.91s,65.941643,,,1.094,0.035,-0.035,0.0,1.0,-4.958,0.034,-0.034,0.0,1.0,2459658.130221,0.003672,-0.003672,0,1,5.7152049,3.09e-05,-3.09e-05,0,1,2.783,0.329,-0.329,0,1,2080.0,1.83577,-1.83577,0,1,10.4523,0.62062,-0.62062,0,1,213.024,,,,,1064.0,,,,,12.5452,0.008,-0.008,0,1,1010.35,18.324,-18.324,0,1,5845.0,128.4,-128.4,0,1,3.75,0.08,-0.08,0,1,2.25,0.11,-0.11,0,1,2021-06-23 15:28:23,2024-08-22 10:08:01,7.907916167997884,0.0004561887079993884,0.7227194596635397,3.218904016734495e-36
3649,3650,4171.01,4171,362223355,362223355.01,1,PC,19h06m52.93s,286.720557,,,+81d39m16.34s,81.654539,,,10.876,0.029,-0.029,0.0,1.0,26.487,0.032,-0.032,0.0,1.0,2459885.746921,0.00319,-0.00319,0,1,3.7453991,7.08e-05,-7.08e-05,0,1,3.327,0.534,-0.534,0,1,1390.0,2.44373,-2.44373,0,1,3.17171,0.227621,-0.227621,0,1,428.765,,,,,1267.0,,,,,12.4747,0.006,-0.006,0,1,279.324,1.6515,-1.6515,0,1,5133.0,123.2,-123.2,0,1,4.56,0.09,-0.09,0,1,0.81,0.05,-0.05,0,1,2021-06-23 15:28:33,2024-08-22 10:08:01,5.953611595276892,0.058440282156107665,0.6290969842525994,0.0
3786,3787,4295.01,4295,325527653,325527653.01,1,PC,00h18m31.79s,4.632474,,,-84d21m36.03s,-84.360009,,,15.483,0.032,-0.032,0.0,1.0,-5.997,0.027,-0.027,0.0,1.0,2459380.285734,0.006625,-0.006625,0,1,11.3929129,0.0001444,-0.0001444,0,1,4.46,0.458,-0.458,0,1,6880.0,7.82188,-7.82188,0,1,10.0728,,,0,1,81.354,,,,,836.0,,,,,13.4783,0.006,-0.006,0,1,575.978,5.103,-5.103,0,1,5217.0,122.0,-122.0,0,1,4.28,,,0,1,1.14,,,0,1,2021-07-12 14:52:25,2024-08-22 10:08:01,5.323548976732507,0.0014295965092386445,2.14009732037682,0.00027749679436502196
3792,3793,4300.01,4300,266843799,266843799.01,1,FP,11h42m09.59s,175.539949,,,-57d22m06.56s,-57.368489,,,-7.127,0.042,-0.042,0.0,1.0,-4.654,0.044,-0.044,0.0,1.0,2459331.490509,0.002149,-0.002149,0,1,0.8062768,2.8e-06,-2.8e-06,0,1,1.963,0.229,-0.229,0,1,660.0,0.820279,-0.820279,0,1,9.05313,0.452419,-0.452419,0,1,18112.6,,,,,3231.0,,,,,9.9747,0.006,-0.006,0,1,668.389,12.815,-12.815,0,1,7311.1,113.6,-113.6,0,1,4.16,1.73,-1.73,0,1,3.37,0.11,-0.11,0,1,2021-07-19 00:13:44,2021-10-29 12:59:15,,,,
3817,3818,4319.01,4319,157115010,157115010.01,1,PC,06h43m53.25s,100.971875,,,-43d53m34.74s,-43.892984,,,-27.632,1.049,-1.049,0.0,1.0,78.907,1.05,-1.05,0.0,1.0,2459231.757702,0.007155,-0.007155,0,1,,,,0,1,7.7272055,0.5297514,-0.5297514,0,1,6743.4455261,717.80194,-717.80194,0,1,6.5519689,0.4984175,-0.4984175,0,1,4.8945816,,,,,379.3574727,,,,,10.82,0.006,-0.006,0,1,83.6486,,,0,1,4438.0,,,0,1,4.438,,,0,1,0.725033,,,0,1,2021-07-26 22:57:56,2021-10-29 12:59:15,2.0774559925909197,0.0218015960099552,,0.0
3826,3827,4325.01,4325,202185707,202185707.01,1,PC,06h47m23.66s,101.848588,,,+06d07m43.38s,6.128717,,,74.438,0.126,-0.126,0.0,1.0,-169.751,0.11,-0.11,0.0,1.0,2458469.368876,0.000741,-0.000741,0,1,1.6500673,1.27e-05,-1.27e-05,0,1,0.9198679,0.273131,-0.273131,0,1,2709.5349576,331.39545,-331.39545,0,1,2.3990078,1.2909414,-1.2909414,0,1,60.7790529,,,,,712.1282782,,,,,11.8206,0.007,-0.007,0,1,51.0354,0.20495,-0.20495,0,1,3896.0,147.0,-147.0,0,1,4.70541,0.396179,-0.396179,0,1,0.454049,0.0138638,-0.0138638,0,1,2021-07-27 02:26:33,2022-03-20 12:02:08,3.4462513152803034,0.0007934323928044364,0.4788006297404316,0.007107490586811741
3827,3828,4326.01,4326,303586471,303586471.01,1,PC,23h27m57.22s,351.988437,,,-26d27m16.64s,-26.454622,,,145.862,0.091,-0.091,0.0,1.0,-44.339,0.083,-0.083,0.0,1.0,2458363.771288,0.003419,-0.003419,0,1,1826.0790324,0.0002671,-0.0002671,0,1,4.1474226,0.4178255,-0.4178255,0,1,587.1608288,35.98929,-35.98929,0,1,2.7599003,0.6224546,-0.6224546,0,1,6.5512188,,,,,408.0376856,,,,,7.7158,0.006,-0.006,0,1,57.7233,0.1657,-0.1657,0,1,6034.49,111.364,-111.364,0,1,4.42122,0.0734804,-0.0734804,0,1,1.07903,0.0455201,-0.0455201,0,1,2021-07-27 02:26:33,2025-07-22 12:04:25,8.511928854559512,0.0037492698640419625,214.53175462361153,6.697262565905392e-107
3834,3835,4332.01,4332,178959058,178959058.01,1,FP,13h58m47.8s,209.699173,,,-40d37m08.66s,-40.619073,,,-18.488,0.08,-0.08,0.0,1.0,-4.145,0.081,-0.081,0.0,1.0,2460061.842391,0.002528,-0.002528,0,1,5.4468377,2.16e-05,-2.16e-05,0,1,3.303,0.528,-0.528,0,1,842.0,40.5265,-40.5265,0,1,4.39864,0.245629,-0.245629,0,1,631.423,,,,,1396.0,,,,,9.783,0.006,-0.006,0,1,269.304,4.151,-4.151,0,1,6793.0,129.1,-129.1,0,1,4.15,0.09,-0.09,0,1,1.68,0.07,-0.07,0,1,2021-07-28 19:01:30,2025-08-29 16:00:02,0.9423675576588967,0.010382277142014965,5.7799503556037735,2.4371905479150425e-34
3844,3845,4341.01,4341,62301521,62301521.01,1,FA,19h26m08.37s,291.534894,,,-43d11m13.88s,-43.187188,,,-157.84,0.149,-0.149,0.0,1.0,-1098.04,0.116,-0.116,0.0,1.0,2458661.048552,0.00924,-0.00924,0,1,18.4043334,0.0124587,-0.0124587,0,1,7.879331,0.8341447,-0.8341447,0,1,9135.2110162,1085.6766,-1085.6766,0,1,1.2834433,0.163812,-0.163812,0,1,0.2638693,,,,,182.7961243,,,,,13.7827,0.008,-0.008,0,1,23.7607,0.049,-0.049,0,1,2891.0,157.0,-157.0,0,1,5.22041,0.0557763,-0.0557763,0,1,0.133376,0.0039658,-0.0039658,0,1,2021-07-28 19:58:06,2021-10-29 12:59:15,2.5628155795927263,0.003264408453187154,7.181294489759872,8.386014160037425e-99
3859,3860,4354.01,4354,332715376,332715376.01,1,PC,02h10m41.08s,32.671165,,,-00d40m43.98s,-0.678884,,,64.006,0.202,-0.202,0.0,1.0,11.626,0.122,-0.122,0.0,1.0,2458417.574247,0.002256,-0.002256,0,1,10.6306165,5.54e-05,-5.54e-05,0,1,1.8847446,0.6844863,-0.6844863,0,1,775.4826057,108.96834,-108.96834,0,1,2.7943472,2.7907526,-2.7907526,0,1,100.1839963,,,,,806.8992976,,,,,10.1075,0.006,-0.006,0,1,140.228,1.372,-1.372,0,1,5737.0,128.163,-128.163,0,1,4.47544,0.0786754,-0.0786754,0,1,0.969791,0.048603,-0.048603,0,1,2021-07-28 20:06:26,2021-10-29 12:59:15,5.449537010622225,0.11459298798006602,1.950737554269074,0.0
3880,3881,4373.01,4373,315350812,315350812.01,1,PC,13h32m42.22s,203.175914,,,-65d14m28.92s,-65.241367,,,-15.373,0.04,-0.04,0.0,1.0,-12.331,0.046,-0.046,0.0,1.0,2460089.108718,0.003952,-0.003952,0,1,5.9422824,2.29e-05,-2.29e-05,0,1,1.911,0.384,-0.384,0,1,1160.0,106.678,-106.678,0,1,5.90656,0.335121,-0.335121,0,1,306.797,,,,,1165.0,,,,,9.8459,0.006,-0.006,0,1,302.514,2.7845,-2.7845,0,1,7217.6,90.0,-90.0,0,1,4.11,0.45,-0.45,0,1,1.63,0.05,-0.05,0,1,2021-08-13 00:02:30,2025-07-09 16:00:02,3.195518552863934,0.0010289268360832928,1.859567485431847,6.979634934959203e-25
3961,3962,4444.01,4444,158167408,158167408.01,1,PC,19h03m53.22s,285.971768,,,+42d32m44.25s,42.545624,,,-5.832,0.03,-0.03,0.0,1.0,-18.29,0.034,-0.034,0.0,1.0,2459423.780179,0.004336,-0.004336,0,1,5.2410659,0.0004901,-0.0004901,0,1,3.0113696,0.2296538,-0.2296538,0,1,8947.1015296,502.82495,-502.82495,0,1,12.4231453,0.9412754,-0.9412754,0,1,528.7500273,,,,,1223.0165958,,,,,13.5728,0.006,-0.006,0,1,989.963,16.669,-16.669,0,1,6064.0,122.0,-122.0,0,1,4.27292,,,0,1,1.28562,,,0,1,2021-09-09 19:53:45,2022-11-30 12:02:39,12.357011391765147,0.0007032240469667975,0.4241370128939677,2.3330762425383692e-18
3989,3990,4469.01,4469,75262942,75262942.01,1,KP,19h56m12.15s,299.050641,,,+17d34m11.87s,17.569963,,,4.131,0.041,-0.041,0.0,1.0,-1.832,0.039,-0.039,0.0,1.0,2459421.462837,0.000738,-0.000738,0,1,2.6634154,9e-06,-9e-06,0,1,1.8429688,0.0966523,-0.0966523,0,1,37522.94895,1205.5743,-1205.5743,0,1,13.6857367,0.5672584,-0.5672584,0,1,113.6142497,,,,,832.6796495,,,,,14.1959,0.006,-0.006,0,1,305.3,2.9735,-2.9735,0,1,4051.0,122.0,-122.0,0,1,4.54826,,,0,1,0.701369,,,0,1,2021-10-07 00:18:57,2023-03-15 16:02:02,0.531102280530621,0.0027081374275622887,5.014882250814284,1.399842463073434e-25
4031,4032,4504.02,4504,349972412,349972412.02,2,CP,07h37m52.15s,114.467307,,,-62d04m41.8s,-62.078278,,,-8.658,0.026,-0.026,0.0,1.0,-8.319,0.03,-0.03,0.0,1.0,2459038.460359,0.001512,-0.001512,0,1,2.4261538,1.09e-05,-1.09e-05,0,1,2.1344641,0.5486145,-0.5486145,0,1,754.8303067,61.17742,-61.17742,0,1,2.6600255,2.8561234,-2.8561234,0,1,548.0543839,,,,,1234.029846,,,,,12.5542,0.006,-0.006,0,1,342.605,1.707,-1.707,0,1,5271.0,130.4,-130.4,0,1,4.43,0.08,-0.08,0,1,0.960919,0.0548341,-0.0548341,0,1,2021-10-21 22:48:36,2025-04-21 12:03:49,2.3613931130622587,0.00014793872881533097,1.0274247801348753,1.3269293382142642e-37
4047,4048,4516.01,4516,85593751,85593751.01,1,KP,03h09m28.55s,47.368947,,,+30d40m24.18s,30.673382,,,3.856,0.267,-0.267,0.0,1.0,-44.826,0.213,-0.213,0.0,1.0,2459885.541633,0.000254,-0.000254,0,1,3.7224626,6.93e-05,-6.93e-05,0,1,2.595678,0.0224847,-0.0224847,0,1,19962.6105832,119.55813,-119.55813,0,1,11.4694856,0.9716158,-0.9716158,0,1,184.988035,,,,,940.6014835,,,,,10.9332,0.006,-0.006,0,1,124.73,2.078,-2.078,0,1,4926.0,136.738,-136.738,0,1,4.51771,0.104576,-0.104576,0,1,0.82064,0.0690754,-0.0690754,0,1,2021-10-21 22:56:07,2023-03-10 10:10:02,0.7445466465427565,0.01417940008690776,4.999636513420564,0.0
4050,4051,4519.01,4519,419957393,419957393.01,1,PC,02h04m25.55s,31.106453,,,+03d59m56.15s,3.99893,,,19.882,2.21,-2.21,0.0,1.0,-0.574,2.209,-2.209,0.0,1.0,2459448.624749,0.002652,-0.002652,0,1,5.8903558,0.0005131,-0.0005131,0,1,2.5374738,0.2650901,-0.2650901,0,1,8410.6143369,563.8216,-563.8216,0,1,,,,0,1,245.1888178,,,,,1009.241068,,,,,13.4911,0.007,-0.007,0,1,,,,0,1,5780.0,,,0,1,4.438,,,0,1,,,,0,1,2021-10-21 22:56:07,2024-11-08 12:03:04,6.7877684393949576,0.0008313968463883416,0.8677897386442148,4.517472595733777e-05
4113,4114,4574.01,4574,298428237,298428237.01,1,PC,20h48m15.7s,312.065404,,,+24d29m04.38s,24.484549,,,52.78,0.063,-0.063,0.0,1.0,4.55,0.053,-0.053,0.0,1.0,2459823.526701,0.002105,-0.002105,0,1,0.768988,2.3e-06,-2.3e-06,0,1,0.512,0.211,-0.211,0,1,870.0,372.616,-372.616,0,1,2.01326,1.15468,-1.15468,0,1,70.4453,,,,,807.0,,,,,11.7495,0.007,-0.007,0,1,69.81,0.22395,-0.22395,0,1,3734.0,157.0,-157.0,0,1,4.69992,0.0093548,-0.0093548,0,1,0.54,0.02,-0.02,0,1,2021-11-01 23:15:40,2022-12-07 16:02:01,8.560715950487216,0.011583175798490815,0.08982753363709428,3.328034831901005e-198
4166,4167,4619.01,4619,238586172,238586172.01,1,PC,06h04m25.99s,91.108286,,,+22d29m58.02s,22.49945,,,1.429,0.058,-0.058,0.0,1.0,-5.974,0.047,-0.047,0.0,1.0,2459528.34243,0.004903,-0.004903,0,1,3.4732399,0.0002512,-0.0002512,0,1,4.3731099,0.2154096,-0.2154096,0,1,10338.2192807,445.68143,-445.68143,0,1,16.6589645,0.5923028,-0.5923028,0,1,2304.5286397,,,,,1767.1168865,,,,,13.8232,0.021,-0.021,0,1,1490.49,70.99,-70.99,0,1,7406.97,38.45,-38.45,0,1,4.27763,,,0,1,1.56373,,,0,1,2021-11-09 21:10:50,2024-05-11 12:03:03,1.1557298755657592,0.0027807646937217873,3.00523502371154,2.1343160647698398e-23
4213,4214,4659.01,4659,178215634,178215634.01,1,PC,03h55m15.42s,58.814237,,,-20d18m45.76s,-20.31271,,,-5.322,0.049,-0.049,0.0,1.0,-6.297,0.046,-0.046,0.0,1.0,2459167.858358,0.001453,-0.001453,0,1,1.0451165,2.6e-06,-2.6e-06,0,1,0.794,0.334,-0.334,0,1,1010.0,14.313,-14.313,0,1,6.13091,0.690941,-0.690941,0,1,1195.11,,,,,1638.0,,,,,10.9774,0.007,-0.007,0,1,329.19,4.2275,-4.2275,0,1,5921.2,110.8,-110.8,0,1,4.11,0.07,-0.07,0,1,1.52,0.07,-0.07,0,1,2021-12-21 00:33:07,2024-08-22 10:08:01,,,,
4251,4252,4693.01,4693,117843365,117843365.01,1,APC,04h40m53.28s,70.222013,,,-16d35m24.09s,-16.590025,,,25.179,0.039,-0.039,0.0,1.0,-13.253,0.038,-0.038,0.0,1.0,2459198.727602,0.000852,-0.000852,0,1,1.9113216,0.0001204,-0.0001204,0,1,1.167,0.271,-0.271,0,1,7400.0,52.5326,-52.5326,0,1,10.1581,1.14983,-1.14983,0,1,223.347,,,,,1076.0,,,,,11.8326,0.007,-0.007,0,1,213.014,1.521,-1.521,0,1,4578.0,126.6,-126.6,0,1,4.25,0.1,-0.1,0,1,1.05,0.08,-0.08,0,1,2021-12-21 00:33:56,2024-08-22 10:08:01,,,,
4262,4263,4703.01,4703,293514367,293514367.01,1,PC,05h06m19.22s,76.580083,,,+13d46m19.95s,13.772207,,,1.986,0.049,-0.049,0.0,1.0,-8.642,0.038,-0.038,0.0,1.0,2459517.108882,0.002339,-0.002339,0,1,5.1155806,2.12e-05,-2.12e-05,0,1,3.042,0.198,-0.198,0,1,6250.0,4.88072,-4.88072,0,1,13.6976,,,0,1,366.902,,,,,1219.0,,,,,13.1052,0.008,-0.008,0,1,934.743,23.838,-23.838,0,1,6349.0,122.0,-122.0,0,1,4.07,,,0,1,1.71,,,0,1,2021-12-21 00:34:01,2024-08-22 10:08:01,0.7358440123173378,0.0020152197841167706,6.951990522950497,0.027663210913803957
4270,4271,4710.01,4710,144486060,144486060.01,1,PC,05h36m40.01s,84.166705,,,-38d31m08.86s,-38.519128,,,7.676,0.022,-0.022,0.0,1.0,-6.491,0.031,-0.031,0.0,1.0,2459226.526882,0.002035,-0.002035,0,1,1.4798437,6.3e-06,-6.3e-06,0,1,2.702,0.322,-0.322,0,1,3090.0,2.19901,-2.19901,0,1,8.37272,0.524977,-0.524977,0,1,2205.43,,,,,1909.0,,,,,12.8983,0.006,-0.006,0,1,713.662,7.404,-7.404,0,1,5475.0,131.7,-131.7,0,1,4.07,0.08,-0.08,0,1,1.5,0.08,-0.08,0,1,2021-12-21 00:34:42,2024-08-22 10:08:01,1.4779618751093018,0.7166608658337996,1.0012732567208873,0.0
4322,4323,4758.01,4758,34524670,34524670.01,1,PC,06h21m31.02s,95.379267,,,-16d31m32.06s,-16.525572,,,4.279,0.046,-0.046,0.0,1.0,5.047,0.039,-0.039,0.0,1.0,2459222.180238,0.002775,-0.002775,0,1,5.7627112,3.83e-05,-3.83e-05,0,1,3.501,0.953,-0.953,0,1,9670.0,700.261,-700.261,0,1,15.7774,4.36427,-4.36427,0,1,1176.49,,,,,1631.0,,,,,12.7743,0.008,-0.008,0,1,817.426,13.236,-13.236,0,1,6589.0,126.9,-126.9,0,1,4.24,0.09,-0.09,0,1,1.48,0.07,-0.07,0,1,2021-12-21 00:35:03,2024-12-19 12:02:53,6.277352434894514,0.013424400204467037,0.9180161954849422,5.042931731529292e-39
4352,4353,4785.01,4785,50751260,50751260.01,1,PC,08h26m18.68s,126.577821,,,-10d30m17.1s,-10.504751,,,-3.037,0.051,-0.051,0.0,1.0,-1.03,0.038,-0.038,0.0,1.0,2459242.498402,0.002547,-0.002547,0,1,6.4311106,3.47e-05,-3.47e-05,0,1,2.385,0.345,-0.345,0,1,5930.0,11.384,-11.384,0,1,11.4436,0.805081,-0.805081,0,1,202.251,,,,,1050.0,,,,,12.7651,0.007,-0.007,0,1,911.737,30.6825,-30.6825,0,1,6741.0,126.6,-126.6,0,1,4.27,0.09,-0.09,0,1,1.45,0.08,-0.08,0,1,2021-12-21 00:46:29,2024-08-22 10:08:01,0.5741635501136866,0.004117429835742626,11.20083397618434,1.5079528173905986e-23
4392,4393,4821.01,4821,354937825,354937825.01,1,PC,08h09m42.69s,122.427886,,,-42d09m24.55s,-42.156819,,,-4.063,0.029,-0.029,0.0,1.0,-2.795,0.028,-0.028,0.0,1.0,2459965.307736,0.004976,-0.004976,0,1,5.469359,3.17e-05,-3.17e-05,0,1,2.119,0.293,-0.293,0,1,5940.0,11.0435,-11.0435,0,1,12.6725,0.760956,-0.760956,0,1,278.238,,,,,1137.0,,,,,12.7761,0.007,-0.007,0,1,833.962,12.042,-12.042,0,1,7182.0,135.7,-135.7,0,1,4.23,0.08,-0.08,0,1,1.61,0.06,-0.06,0,1,2021-12-21 22:31:41,2024-08-22 10:08:01,4.869566880648703,0.0023283799225619945,1.1231715538675167,1.9365018441620478e-30
4475,4476,4896.01,4896,438278301,438278301.01,1,PC,09h29m00.97s,142.254042,,,-58d51m46.23s,-58.862842,,,-11.153,0.044,-0.044,0.0,1.0,11.298,0.038,-0.038,0.0,1.0,2459322.428954,0.005087,-0.005087,0,1,5.1609259,5.42e-05,-5.42e-05,0,1,4.411,0.53,-0.53,0,1,4600.0,8.03029,-8.03029,0,1,10.5964,0.679803,-0.679803,0,1,1325.48,,,,,1680.0,,,,,12.554,0.006,-0.006,0,1,837.932,16.8435,-16.8435,0,1,7102.0,132.1,-132.1,0,1,4.23,0.09,-0.09,0,1,1.6,0.07,-0.07,0,1,2021-12-21 22:36:50,2024-08-22 10:08:01,5.274823070547836,0.00470129896200494,0.9784073950870912,3.431711986753227e-70
4522,4523,4939.01,4939,149109125,149109125.01,1,PC,15h26m36.91s,231.653777,,,-41d23m10.48s,-41.386244,,,-6.45,2.952,-2.952,0.0,1.0,-6.852,1.497,-1.497,0.0,1.0,2459342.285554,0.004651,-0.004651,0,1,9.1717558,0.0052118,-0.0052118,0,1,3.54,0.428,-0.428,0,1,5240.0,7.64188,-7.64188,0,1,7.49243,0.439102,-0.439102,0,1,328.919,,,,,1186.0,,,,,12.1624,0.006,-0.006,0,1,972.238,,,0,1,7513.5,145.4,-145.4,0,1,,,,0,1,1.08,0.04,-0.04,0,1,2021-12-21 22:38:01,2024-08-22 10:08:01,0.654745331646983,0.0026548521467445623,14.00812706358494,8.903284149648294e-06
